================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | r   c   d   d   d   d   d   d   v   v   v   v   v   v 
 in 1e-09 sec | s   l   b   b   b   b   b   b   g   g   g   g   g   g 
              | t   k   g   g   g   g   g   g   a   a   a   a   a   a 
              |         _   _   _   _   _   _   _   _   _   _   _   _ 
              |         i   i   i   i   i   i   h   v   c   r   g   b 
              |         n   n   n   n   n   n   s   s   l             
              |         p   p   p   p   p   p   y   y   k             
              |         u   u   u   u   u   u   n   n                 
              |         t   t   t   t   t   t   c   c                 
              |         s   s   s   s   s   s                         
              |         _   _   _   _   _   _                         
              |         5   5   5   5   5   5                         
              |         _   _   _   _   _   _                         
              |         0   0   0   0   0   0                         
              |         _   _   _   _   _   _                         
              |         5   4   3   2   1   0                         
================================================================================
    1457360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1457440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1457520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1457600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1457680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1457760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1457840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1457920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1458880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1458960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1459840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1459920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1460880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1460960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1461840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1461920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1462880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1462960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1463840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1463920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1464880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1464960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1465840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1465920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1466880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1466960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1467840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1467920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1468000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1468080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1468160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1468240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1468320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1468322.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1468400.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1468480.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1468560.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1468640.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1468720.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1468800.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1468880.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1468960.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469040.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469120.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469200.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469280.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469360.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469440.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469520.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469600.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469680.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469760.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1469840.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1469920.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470000.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470080.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470160.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470240.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470320.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470400.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470480.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470560.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470640.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470720.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470800.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1470880.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1470960.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471040.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471120.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471200.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471280.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471360.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471440.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471520.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471600.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471680.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471760.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1471840.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1471920.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1472000.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1472080.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
    1472160.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
    1472162.2 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1472240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1472320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1472400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1472480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1472560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1472640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1472720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1472800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1472880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1472960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1473840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1473920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1474880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1474960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1475840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1475920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1476880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1476960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1477840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1477920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1478880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1478960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1479040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1479120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
    1479200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
    1479280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
