================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   s   r 
 in 1e-09 sec | l   e   t   a   a   a   a   a   a   a   a   a   a   a   c   e 
              | k   s   a   m   m   m   m   m   m   m   m   m   m   m   o   a 
              |     e   r   _   _   _   _   _   _   _   _   _   _   _   r   d 
              |     t   t   i   o   a   a   a   a   a   a   a   a   w   e   y 
              |             n   u   d   d   d   d   d   d   d   d   r         
              |                 t   d   d   d   d   d   d   d   d   i         
              |                     r   r   r   r   r   r   r   r   t         
              |                     _   _   _   _   _   _   _   _   e         
      24160.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      24320.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      24324.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      24324.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      24325.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      24325.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      24326.3 | 1   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
      24480.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
      24640.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
      24643.3 | 1   0   1   1   0   0   0   0   0   1   0   0   1   1   0   0
      24644.4 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
      24646.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      24800.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      24960.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      24962.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      24964.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      24965.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      25120.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      25280.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      25440.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      25600.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      25604.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      25604.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      25605.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      25605.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      25606.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      25760.0 | 0   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      25920.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      25923.3 | 1   0   1   1   0   0   0   0   0   1   0   1   0   1   0   0
      25924.4 | 1   0   1   1   0   0   0   0   0   1   0   1   0   0   0   0
      25926.1 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      26080.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      26240.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      26242.2 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26244.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      26244.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      26245.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      26245.9 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26400.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26560.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26720.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26880.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      26884.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      26884.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      26884.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      26885.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      26885.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      26886.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      26886.3 | 1   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
      27040.0 | 0   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
      27200.0 | 1   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
      27203.3 | 1   0   1   1   0   0   0   0   0   1   0   1   1   1   0   0
      27204.4 | 1   0   1   1   0   0   0   0   0   1   0   1   1   0   0   0
      27206.1 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      27360.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      27520.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      27521.6 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      27521.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      27522.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      27524.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      27525.9 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      27680.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      27840.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28000.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28160.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28164.3 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      28164.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      28165.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      28165.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      28166.3 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
      28320.0 | 0   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
      28480.0 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
      28483.3 | 1   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0
      28484.4 | 1   0   1   1   0   0   0   0   0   1   1   0   0   0   0   0
      28486.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28640.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28800.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      28802.2 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      28804.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      28805.9 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      28960.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      29120.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      29280.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      29440.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      29444.3 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      29444.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      29445.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      29445.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      29446.3 | 1   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
      29600.0 | 0   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
      29760.0 | 1   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
      29763.3 | 1   0   1   1   0   0   0   0   0   1   1   0   1   1   0   0
      29764.4 | 1   0   1   1   0   0   0   0   0   1   1   0   1   0   0   0
      29766.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      29920.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      30080.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      30082.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30084.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      30084.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      30085.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      30085.9 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30240.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30400.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30560.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30720.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      30724.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      30724.3 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      30724.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      30725.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      30725.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      30726.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      30726.3 | 1   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
      30880.0 | 0   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
      31040.0 | 1   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
      31043.3 | 1   0   1   1   0   0   0   0   0   1   1   1   0   1   0   0
      31044.4 | 1   0   1   1   0   0   0   0   0   1   1   1   0   0   0   0
      31046.1 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      31200.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      31360.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      31362.2 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      31364.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      31364.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      31365.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      31365.9 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      31520.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      31680.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      31840.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      32000.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      32004.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      32004.3 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      32004.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      32005.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      32005.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
      32006.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
      32006.3 | 1   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
      32160.0 | 0   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
      32320.0 | 1   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
      32322.8 | 1   0   1   1   0   0   0   0   0   1   1   1   1   1   0   0
      32323.9 | 1   0   1   1   0   0   0   0   0   1   1   1   1   0   0   0
      32325.6 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      32480.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      32640.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      32641.6 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      32641.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      32642.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      32642.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
      32642.2 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
      32643.9 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
      32644.3 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
      32800.0 | 0   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
      32960.0 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
      33120.0 | 0   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
      33280.0 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
      33283.4 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
      33283.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      33284.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      33285.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      33440.0 | 0   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      33600.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
      33602.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      33760.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      33920.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      33922.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34080.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34240.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      34242.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34243.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      34244.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      34245.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      34400.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      34560.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      34562.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34720.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34880.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      34882.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      34883.8 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      34884.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      34885.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      35040.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      35200.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      35202.9 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      35360.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      35520.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
      35522.2 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      35523.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
      35524.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
      35524.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      35525.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      35525.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
      35680.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
      35840.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
      35842.9 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      36000.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      36160.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
      36161.6 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
      36161.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      36162.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      36163.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      36164.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      36165.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      36320.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      36480.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      36482.9 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      36640.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      36800.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
      36802.2 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      36803.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      36804.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      36805.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      36960.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      37120.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      37122.9 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      37280.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      37440.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
      37442.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      37443.8 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
      37444.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
      37444.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      37445.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      37445.8 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
      37600.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
      37760.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
      37762.9 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      37920.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      38080.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
      38082.2 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
      38083.8 | 1   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
      38084.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
      38084.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
      38085.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
      38085.8 | 1   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
      38240.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
